frame,class_name,x1,y1,x2,y2
640,car,1482,256,1636,419
640,car,1351,240,1508,408
663,car,1706,848,1897,1041
663,car,967,312,1133,527
663,car,1146,322,1309,552
663,car,1303,360,1499,586
663,car,1453,367,1656,599
663,car,1482,256,1636,419
663,car,1351,240,1508,408
695,car,1706,848,1897,1041
695,car,967,312,1133,527
695,car,1146,322,1309,552
695,car,1303,360,1499,586
695,car,1453,367,1656,599
695,car,1482,256,1636,419
695,car,1351,240,1508,408
782,car,1706,848,1897,1041
782,car,967,312,1133,527
782,car,1146,322,1309,552
782,car,1303,360,1499,586
782,car,1453,367,1656,599
782,car,1482,256,1636,419
782,car,1351,240,1508,408
782,car,319,79,456,156
833,car,1706,848,1897,1041
833,car,967,312,1133,527
833,car,1146,322,1309,552
833,car,1303,360,1499,586
833,car,1453,367,1656,599
833,car,1482,256,1636,419
833,car,1351,240,1508,408
833,car,387,82,518,162
859,car,1706,848,1897,1041
859,car,967,312,1133,527
859,car,1146,322,1309,552
859,car,1303,360,1499,586
859,car,1453,367,1656,599
859,car,1482,256,1636,419
859,car,1351,240,1508,408
859,car,416,87,539,177
926,car,1706,848,1897,1041
926,car,967,312,1133,527
926,car,1146,322,1309,552
926,car,1303,360,1499,586
926,car,1453,367,1656,599
926,car,1482,256,1636,419
926,car,1351,240,1508,408
926,car,481,118,608,226
957,car,1706,848,1897,1041
957,car,967,312,1133,527
957,car,1146,322,1309,552
957,car,1303,360,1499,586
957,car,1453,367,1656,599
957,car,1482,256,1636,419
957,car,1351,240,1508,408
957,car,505,137,641,262
997,car,1706,848,1897,1041
997,car,967,312,1133,527
997,car,1146,322,1309,552
997,car,1303,360,1499,586
997,car,1453,367,1656,599
997,car,1482,256,1636,419
997,car,1351,240,1508,408
997,car,528,172,662,311
1160,car,1706,848,1897,1041
1160,car,967,312,1133,527
1160,car,1146,322,1309,552
1160,car,1303,360,1499,586
1160,car,1453,367,1656,599
1160,car,1482,256,1636,419
1160,car,1351,240,1508,408
1160,car,462,434,601,659
1300,car,1706,848,1897,1041
1300,car,967,312,1133,527
1300,car,1146,322,1309,552
1300,car,1303,360,1499,586
1300,car,1453,367,1656,599
1300,car,1482,256,1636,419
1300,car,1351,240,1508,408
1300,car,456,665,623,946
1306,car,1706,848,1897,1041
1306,car,967,312,1133,527
1306,car,1146,322,1309,552
1306,car,1303,360,1499,586
1306,car,1453,367,1656,599
1306,car,1482,256,1636,419
1306,car,1351,240,1508,408
1306,car,453,675,624,950
1310,car,1706,848,1897,1041
1310,car,967,312,1133,527
1310,car,1146,322,1309,552
1310,car,1303,360,1499,586
1310,car,1453,367,1656,599
1310,car,1482,256,1636,419
1310,car,1351,240,1508,408
1310,car,454,675,621,961
1365,car,1706,848,1897,1041
1365,car,967,312,1133,527
1365,car,1146,322,1309,552
1365,car,1303,360,1499,586
1365,car,1453,367,1656,599
1365,car,1482,256,1636,419
1365,car,1351,240,1508,408
1365,car,455,727,625,1015
1389,car,1706,848,1897,1041
1389,car,967,312,1133,527
1389,car,1146,322,1309,552
1389,car,1303,360,1499,586
1389,car,1453,367,1656,599
1389,car,1482,256,1636,419
1389,car,1351,240,1508,408
1389,car,457,738,627,1031
1408,car,1706,848,1897,1041
1408,car,967,312,1133,527
1408,car,1146,322,1309,552
1408,car,1303,360,1499,586
1408,car,1453,367,1656,599
1408,car,1482,256,1636,419
1408,car,1351,240,1508,408
1408,car,457,738,627,1031
1580,car,1706,848,1897,1041
1580,car,967,312,1133,527
1580,car,1146,322,1309,552
1580,car,1303,360,1499,586
1580,car,1453,367,1656,599
1580,car,1482,256,1636,419
1580,car,1351,240,1508,408
1580,car,457,738,627,1031
1630,car,1706,848,1897,1041
1630,car,967,312,1133,527
1630,car,1146,322,1309,552
1630,car,1303,360,1499,586
1630,car,1453,367,1656,599
1630,car,1482,256,1636,419
1630,car,1351,240,1508,408
1630,car,457,738,627,1031
1654,car,1706,848,1897,1041
1654,car,967,312,1133,527
1654,car,1146,322,1309,552
1654,car,1303,360,1499,586
1654,car,1453,367,1656,599
1654,car,1482,256,1636,419
1654,car,1351,240,1508,408
1654,car,457,738,627,1031
1669,car,1706,848,1897,1041
1669,car,967,312,1133,527
1669,car,1146,322,1309,552
1669,car,1303,360,1499,586
1669,car,1453,367,1656,599
1669,car,1482,256,1636,419
1669,car,1351,240,1508,408
1669,car,457,738,627,1031
1712,car,1706,848,1897,1041
1712,car,967,312,1133,527
1712,car,1146,322,1309,552
1712,car,1303,360,1499,586
1712,car,1453,367,1656,599
1712,car,1482,256,1636,419
1712,car,1351,240,1508,408
1712,car,457,738,627,1031
1725,car,1706,848,1897,1041
1725,car,967,312,1133,527
1725,car,1146,322,1309,552
1725,car,1303,360,1499,586
1725,car,1453,367,1656,599
1725,car,1482,256,1636,419
1725,car,1351,240,1508,408
1725,car,457,738,627,1031
1769,car,1706,848,1897,1041
1769,car,967,312,1133,527
1769,car,1146,322,1309,552
1769,car,1303,360,1499,586
1769,car,1453,367,1656,599
1769,car,1482,256,1636,419
1769,car,1351,240,1508,408
1769,car,457,738,627,1031
1797,car,1706,848,1897,1041
1797,car,967,312,1133,527
1797,car,1146,322,1309,552
1797,car,1303,360,1499,586
1797,car,1453,367,1656,599
1797,car,1482,256,1636,419
1797,car,1351,240,1508,408
1797,car,457,738,627,1031
1797,car,312,87,431,159
1806,car,1706,848,1897,1041
1806,car,967,312,1133,527
1806,car,1146,322,1309,552
1806,car,1303,360,1499,586
1806,car,1453,367,1656,599
1806,car,1482,256,1636,419
1806,car,1351,240,1508,408
1806,car,457,738,627,1031
1806,car,326,90,451,159
1838,car,1706,848,1897,1041
1838,car,967,312,1133,527
1838,car,1146,322,1309,552
1838,car,1303,360,1499,586
1838,car,1453,367,1656,599
1838,car,1482,256,1636,419
1838,car,1351,240,1508,408
1838,car,457,738,627,1031
1838,car,381,89,517,166
1910,car,1706,848,1897,1041
1910,car,967,312,1133,527
1910,car,1146,322,1309,552
1910,car,1303,360,1499,586
1910,car,1453,367,1656,599
1910,car,1482,256,1636,419
1910,car,1351,240,1508,408
1910,car,457,738,627,1031
1910,car,495,115,644,216
1921,car,1706,848,1897,1041
1921,car,967,312,1133,527
1921,car,1146,322,1309,552
1921,car,1303,360,1499,586
1921,car,1453,367,1656,599
1921,car,1482,256,1636,419
1921,car,1351,240,1508,408
1921,car,457,738,627,1031
1921,car,515,118,663,218
1932,car,1706,848,1897,1041
1932,car,967,312,1133,527
1932,car,1146,322,1309,552
1932,car,1303,360,1499,586
1932,car,1453,367,1656,599
1932,car,1482,256,1636,419
1932,car,1351,240,1508,408
1932,car,457,738,627,1031
1932,car,518,122,685,218
1982,car,1706,848,1897,1041
1982,car,967,312,1133,527
1982,car,1146,322,1309,552
1982,car,1303,360,1499,586
1982,car,1453,367,1656,599
1982,car,1482,256,1636,419
1982,car,1351,240,1508,408
1982,car,457,738,627,1031
1982,car,586,125,761,229
2063,car,1706,848,1897,1041
2063,car,967,312,1133,527
2063,car,1146,322,1309,552
2063,car,1303,360,1499,586
2063,car,1453,367,1656,599
2063,car,1482,256,1636,419
2063,car,1351,240,1508,408
2063,car,457,738,627,1031
2063,car,662,120,864,221
2088,car,1706,848,1897,1041
2088,car,967,312,1133,527
2088,car,1146,322,1309,552
2088,car,1303,360,1499,586
2088,car,1453,367,1656,599
2088,car,1482,256,1636,419
2088,car,1351,240,1508,408
2088,car,457,738,627,1031
2088,car,690,117,886,218
2112,car,1706,848,1897,1041
2112,car,967,312,1133,527
2112,car,1146,322,1309,552
2112,car,1303,360,1499,586
2112,car,1453,367,1656,599
2112,car,1482,256,1636,419
2112,car,1351,240,1508,408
2112,car,457,738,627,1031
2112,car,705,109,907,216
2133,car,1706,848,1897,1041
2133,car,967,312,1133,527
2133,car,1146,322,1309,552
2133,car,1303,360,1499,586
2133,car,1453,367,1656,599
2133,car,1482,256,1636,419
2133,car,1351,240,1508,408
2133,car,457,738,627,1031
2133,car,731,91,922,207
2169,car,1706,848,1897,1041
2169,car,967,312,1133,527
2169,car,1146,322,1309,552
2169,car,1303,360,1499,586
2169,car,1453,367,1656,599
2169,car,1482,256,1636,419
2169,car,1351,240,1508,408
2169,car,457,738,627,1031
2169,car,745,81,953,200
2391,car,1706,848,1897,1041
2391,car,967,312,1133,527
2391,car,1146,322,1309,552
2391,car,1303,360,1499,586
2391,car,1453,367,1656,599
2391,car,1482,256,1636,419
2391,car,1351,240,1508,408
2391,car,457,738,627,1031
2391,car,668,126,802,243
2434,car,1706,848,1897,1041
2434,car,967,312,1133,527
2434,car,1146,322,1309,552
2434,car,1303,360,1499,586
2434,car,1453,367,1656,599
2434,car,1482,256,1636,419
2434,car,1351,240,1508,408
2434,car,457,738,627,1031
2434,car,657,147,768,262
2434,car,318,90,390,144
2537,car,1706,848,1897,1041
2537,car,967,312,1133,527
2537,car,1146,322,1309,552
2537,car,1303,360,1499,586
2537,car,1453,367,1656,599
2537,car,1482,256,1636,419
2537,car,1351,240,1508,408
2537,car,457,738,627,1031
2537,car,644,155,754,281
2537,car,376,84,507,169
2567,car,1706,848,1897,1041
2567,car,967,312,1133,527
2567,car,1146,322,1309,552
2567,car,1303,360,1499,586
2567,car,1453,367,1656,599
2567,car,1482,256,1636,419
2567,car,1351,240,1508,408
2567,car,457,738,627,1031
2567,car,654,167,745,294
2567,car,405,93,528,184
2634,car,1706,848,1897,1041
2634,car,967,312,1133,527
2634,car,1146,322,1309,552
2634,car,1303,360,1499,586
2634,car,1453,367,1656,599
2634,car,1482,256,1636,419
2634,car,1351,240,1508,408
2634,car,457,738,627,1031
2634,car,644,189,746,325
2634,car,435,127,521,233
2642,car,1706,848,1897,1041
2642,car,967,312,1133,527
2642,car,1146,322,1309,552
2642,car,1303,360,1499,586
2642,car,1453,367,1656,599
2642,car,1482,256,1636,419
2642,car,1351,240,1508,408
2642,car,457,738,627,1031
2642,car,644,189,746,325
2642,car,434,128,522,242
2644,car,1706,848,1897,1041
2644,car,967,312,1133,527
2644,car,1146,322,1309,552
2644,car,1303,360,1499,586
2644,car,1453,367,1656,599
2644,car,1482,256,1636,419
2644,car,1351,240,1508,408
2644,car,457,738,627,1031
2644,car,644,189,746,325
2644,car,434,128,522,242
2666,car,1706,848,1897,1041
2666,car,967,312,1133,527
2666,car,1146,322,1309,552
2666,car,1303,360,1499,586
2666,car,1453,367,1656,599
2666,car,1482,256,1636,419
2666,car,1351,240,1508,408
2666,car,457,738,627,1031
2666,car,644,189,746,325
2666,car,433,151,514,270
2668,car,1706,848,1897,1041
2668,car,967,312,1133,527
2668,car,1146,322,1309,552
2668,car,1303,360,1499,586
2668,car,1453,367,1656,599
2668,car,1482,256,1636,419
2668,car,1351,240,1508,408
2668,car,457,738,627,1031
2668,car,644,189,746,325
2668,car,428,152,518,273
2721,car,1706,848,1897,1041
2721,car,967,312,1133,527
2721,car,1146,322,1309,552
2721,car,1303,360,1499,586
2721,car,1453,367,1656,599
2721,car,1482,256,1636,419
2721,car,1351,240,1508,408
2721,car,457,738,627,1031
2721,car,644,189,746,325
2721,car,396,229,497,379
2771,car,1706,848,1897,1041
2771,car,967,312,1133,527
2771,car,1146,322,1309,552
2771,car,1303,360,1499,586
2771,car,1453,367,1656,599
2771,car,1482,256,1636,419
2771,car,1351,240,1508,408
2771,car,457,738,627,1031
2771,car,644,189,746,325
2771,car,353,313,471,492
2877,car,1706,848,1897,1041
2877,car,967,312,1133,527
2877,car,1146,322,1309,552
2877,car,1303,360,1499,586
2877,car,1453,367,1656,599
2877,car,1482,256,1636,419
2877,car,1351,240,1508,408
2877,car,457,738,627,1031
2877,car,644,189,746,325
2877,car,417,465,669,650
2919,car,1706,848,1897,1041
2919,car,967,312,1133,527
2919,car,1146,322,1309,552
2919,car,1303,360,1499,586
2919,car,1453,367,1656,599
2919,car,1482,256,1636,419
2919,car,1351,240,1508,408
2919,car,457,738,627,1031
2919,car,644,189,746,325
2919,car,527,481,816,656
2938,car,1706,848,1897,1041
2938,car,967,312,1133,527
2938,car,1146,322,1309,552
2938,car,1303,360,1499,586
2938,car,1453,367,1656,599
2938,car,1482,256,1636,419
2938,car,1351,240,1508,408
2938,car,457,738,627,1031
2938,car,644,189,746,325
2938,car,589,498,883,651
3012,car,1706,848,1897,1041
3012,car,967,312,1133,527
3012,car,1146,322,1309,552
3012,car,1303,360,1499,586
3012,car,1453,367,1656,599
3012,car,1482,256,1636,419
3012,car,1351,240,1508,408
3012,car,457,738,627,1031
3012,car,644,189,746,325
3012,car,803,528,1106,765
3033,car,1706,848,1897,1041
3033,car,967,312,1133,527
3033,car,1146,322,1309,552
3033,car,1303,360,1499,586
3033,car,1453,367,1656,599
3033,car,1482,256,1636,419
3033,car,1351,240,1508,408
3033,car,457,738,627,1031
3033,car,644,189,746,325
3033,car,829,548,1145,807
3058,car,1706,848,1897,1041
3058,car,967,312,1133,527
3058,car,1146,322,1309,552
3058,car,1303,360,1499,586
3058,car,1453,367,1656,599
3058,car,1482,256,1636,419
3058,car,1351,240,1508,408
3058,car,457,738,627,1031
3058,car,644,189,746,325
3058,car,865,575,1170,861
3117,car,1706,848,1897,1041
3117,car,967,312,1133,527
3117,car,1146,322,1309,552
3117,car,1303,360,1499,586
3117,car,1453,367,1656,599
3117,car,1482,256,1636,419
3117,car,1351,240,1508,408
3117,car,457,738,627,1031
3117,car,644,189,746,325
3117,car,922,632,1218,961
3316,car,1706,848,1897,1041
3316,car,967,312,1133,527
3316,car,1146,322,1309,552
3316,car,1303,360,1499,586
3316,car,1453,367,1656,599
3316,car,1482,256,1636,419
3316,car,1351,240,1508,408
3316,car,457,738,627,1031
3316,car,644,189,746,325
3316,car,963,688,1260,1038
3321,car,1706,848,1897,1041
3321,car,967,312,1133,527
3321,car,1146,322,1309,552
3321,car,1303,360,1499,586
3321,car,1453,367,1656,599
3321,car,1482,256,1636,419
3321,car,1351,240,1508,408
3321,car,457,738,627,1031
3321,car,644,189,746,325
3321,car,963,688,1260,1038
3325,car,1706,848,1897,1041
3325,car,967,312,1133,527
3325,car,1146,322,1309,552
3325,car,1303,360,1499,586
3325,car,1453,367,1656,599
3325,car,1482,256,1636,419
3325,car,1351,240,1508,408
3325,car,457,738,627,1031
3325,car,644,189,746,325
3325,car,963,688,1260,1038
3345,car,1706,848,1897,1041
3345,car,967,312,1133,527
3345,car,1146,322,1309,552
3345,car,1303,360,1499,586
3345,car,1453,367,1656,599
3345,car,1482,256,1636,419
3345,car,1351,240,1508,408
3345,car,457,738,627,1031
3345,car,644,189,746,325
3345,car,963,688,1260,1038
3359,car,1706,848,1897,1041
3359,car,967,312,1133,527
3359,car,1146,322,1309,552
3359,car,1303,360,1499,586
3359,car,1453,367,1656,599
3359,car,1482,256,1636,419
3359,car,1351,240,1508,408
3359,car,457,738,627,1031
3359,car,644,189,746,325
3359,car,963,688,1260,1038
3397,car,1706,848,1897,1041
3397,car,967,312,1133,527
3397,car,1146,322,1309,552
3397,car,1303,360,1499,586
3397,car,1453,367,1656,599
3397,car,1482,256,1636,419
3397,car,1351,240,1508,408
3397,car,457,738,627,1031
3397,car,644,189,746,325
3397,car,963,688,1260,1038
3397,car,307,88,413,157
3412,car,1706,848,1897,1041
3412,car,967,312,1133,527
3412,car,1146,322,1309,552
3412,car,1303,360,1499,586
3412,car,1453,367,1656,599
3412,car,1482,256,1636,419
3412,car,1351,240,1508,408
3412,car,457,738,627,1031
3412,car,644,189,746,325
3412,car,963,688,1260,1038
3412,car,322,80,447,157
3443,car,1706,848,1897,1041
3443,car,967,312,1133,527
3443,car,1146,322,1309,552
3443,car,1303,360,1499,586
3443,car,1453,367,1656,599
3443,car,1482,256,1636,419
3443,car,1351,240,1508,408
3443,car,457,738,627,1031
3443,car,644,189,746,325
3443,car,963,688,1260,1038
3443,car,338,78,493,162
3543,car,1706,848,1897,1041
3543,car,967,312,1133,527
3543,car,1146,322,1309,552
3543,car,1303,360,1499,586
3543,car,1453,367,1656,599
3543,car,1482,256,1636,419
3543,car,1351,240,1508,408
3543,car,457,738,627,1031
3543,car,644,189,746,325
3543,car,963,688,1260,1038
3543,car,548,71,741,171
3580,car,1706,848,1897,1041
3580,car,967,312,1133,527
3580,car,1146,322,1309,552
3580,car,1303,360,1499,586
3580,car,1453,367,1656,599
3580,car,1482,256,1636,419
3580,car,1351,240,1508,408
3580,car,457,738,627,1031
3580,car,644,189,746,325
3580,car,963,688,1260,1038
3580,car,667,79,859,186
3582,car,1706,848,1897,1041
3582,car,967,312,1133,527
3582,car,1146,322,1309,552
3582,car,1303,360,1499,586
3582,car,1453,367,1656,599
3582,car,1482,256,1636,419
3582,car,1351,240,1508,408
3582,car,457,738,627,1031
3582,car,644,189,746,325
3582,car,963,688,1260,1038
3582,car,678,78,866,184
3603,car,1706,848,1897,1041
3603,car,967,312,1133,527
3603,car,1146,322,1309,552
3603,car,1303,360,1499,586
3603,car,1453,367,1656,599
3603,car,1482,256,1636,419
3603,car,1351,240,1508,408
3603,car,457,738,627,1031
3603,car,644,189,746,325
3603,car,963,688,1260,1038
3603,car,750,83,949,201
3695,car,1706,848,1897,1041
3695,car,967,312,1133,527
3695,car,1146,322,1309,552
3695,car,1303,360,1499,586
3695,car,1453,367,1656,599
3695,car,1482,256,1636,419
3695,car,1351,240,1508,408
3695,car,457,738,627,1031
3695,car,644,189,746,325
3695,car,963,688,1260,1038
3695,car,1195,130,1413,257
3757,car,1706,848,1897,1041
3757,car,967,312,1133,527
3757,car,1146,322,1309,552
3757,car,1303,360,1499,586
3757,car,1453,367,1656,599
3757,car,1482,256,1636,419
3757,car,1351,240,1508,408
3757,car,457,738,627,1031
3757,car,644,189,746,325
3757,car,963,688,1260,1038
3757,car,1547,169,1735,298
3776,car,1706,848,1897,1041
3776,car,967,312,1133,527
3776,car,1146,322,1309,552
3776,car,1303,360,1499,586
3776,car,1453,367,1656,599
3776,car,1482,256,1636,419
3776,car,1351,240,1508,408
3776,car,457,738,627,1031
3776,car,644,189,746,325
3776,car,963,688,1260,1038
3826,car,1706,848,1897,1041
3826,car,967,312,1133,527
3826,car,1146,322,1309,552
3826,car,1303,360,1499,586
3826,car,1453,367,1656,599
3826,car,1482,256,1636,419
3826,car,1351,240,1508,408
3826,car,457,738,627,1031
3826,car,644,189,746,325
3826,car,963,688,1260,1038
3862,car,1706,848,1897,1041
3862,car,967,312,1133,527
3862,car,1146,322,1309,552
3862,car,1303,360,1499,586
3862,car,1453,367,1656,599
3862,car,1482,256,1636,419
3862,car,1351,240,1508,408
3862,car,457,738,627,1031
3862,car,644,189,746,325
3862,car,963,688,1260,1038
3872,car,1706,848,1897,1041
3872,car,967,312,1133,527
3872,car,1146,322,1309,552
3872,car,1303,360,1499,586
3872,car,1453,367,1656,599
3872,car,1482,256,1636,419
3872,car,1351,240,1508,408
3872,car,457,738,627,1031
3872,car,644,189,746,325
3872,car,963,688,1260,1038
3888,car,1706,848,1897,1041
3888,car,967,312,1133,527
3888,car,1146,322,1309,552
3888,car,1303,360,1499,586
3888,car,1453,367,1656,599
3888,car,1482,256,1636,419
3888,car,1351,240,1508,408
3888,car,457,738,627,1031
3888,car,644,189,746,325
3888,car,963,688,1260,1038
3938,car,1706,848,1897,1041
3938,car,967,312,1133,527
3938,car,1146,322,1309,552
3938,car,1303,360,1499,586
3938,car,1453,367,1656,599
3938,car,1482,256,1636,419
3938,car,1351,240,1508,408
3938,car,457,738,627,1031
3938,car,644,189,746,325
3938,car,963,688,1260,1038
3977,car,1706,848,1897,1041
3977,car,967,312,1133,527
3977,car,1146,322,1309,552
3977,car,1303,360,1499,586
3977,car,1453,367,1656,599
3977,car,1482,256,1636,419
3977,car,1351,240,1508,408
3977,car,457,738,627,1031
3977,car,644,189,746,325
3977,car,963,688,1260,1038
3977,car,1447,134,1670,275
4002,car,1706,848,1897,1041
4002,car,967,312,1133,527
4002,car,1146,322,1309,552
4002,car,1303,360,1499,586
4002,car,1453,367,1656,599
4002,car,1482,256,1636,419
4002,car,1351,240,1508,408
4002,car,457,738,627,1031
4002,car,644,189,746,325
4002,car,963,688,1260,1038
4002,car,1274,107,1503,250
4024,car,1706,848,1897,1041
4024,car,967,312,1133,527
4024,car,1146,322,1309,552
4024,car,1303,360,1499,586
4024,car,1453,367,1656,599
4024,car,1482,256,1636,419
4024,car,1351,240,1508,408
4024,car,457,738,627,1031
4024,car,644,189,746,325
4024,car,963,688,1260,1038
4024,car,1140,98,1362,230
4110,car,1706,848,1897,1041
4110,car,967,312,1133,527
4110,car,1146,322,1309,552
4110,car,1303,360,1499,586
4110,car,1453,367,1656,599
4110,car,1482,256,1636,419
4110,car,1351,240,1508,408
4110,car,457,738,627,1031
4110,car,644,189,746,325
4110,car,963,688,1260,1038
4110,car,734,67,947,176
4193,car,1706,848,1897,1041
4193,car,967,312,1133,527
4193,car,1146,322,1309,552
4193,car,1303,360,1499,586
4193,car,1453,367,1656,599
4193,car,1482,256,1636,419
4193,car,1351,240,1508,408
4193,car,457,738,627,1031
4193,car,644,189,746,325
4193,car,963,688,1260,1038
4193,car,569,51,771,162
4226,car,1706,848,1897,1041
4226,car,967,312,1133,527
4226,car,1146,322,1309,552
4226,car,1303,360,1499,586
4226,car,1453,367,1656,599
4226,car,1482,256,1636,419
4226,car,1351,240,1508,408
4226,car,457,738,627,1031
4226,car,644,189,746,325
4226,car,963,688,1260,1038
4226,car,569,51,771,162
4239,car,1706,848,1897,1041
4239,car,967,312,1133,527
4239,car,1146,322,1309,552
4239,car,1303,360,1499,586
4239,car,1453,367,1656,599
4239,car,1482,256,1636,419
4239,car,1351,240,1508,408
4239,car,457,738,627,1031
4239,car,644,189,746,325
4239,car,963,688,1260,1038
4239,car,569,51,771,162
4312,car,1706,848,1897,1041
4312,car,967,312,1133,527
4312,car,1146,322,1309,552
4312,car,1303,360,1499,586
4312,car,1453,367,1656,599
4312,car,1482,256,1636,419
4312,car,1351,240,1508,408
4312,car,457,738,627,1031
4312,car,644,189,746,325
4312,car,963,688,1260,1038
4312,car,569,51,771,162
4367,car,1706,848,1897,1041
4367,car,967,312,1133,527
4367,car,1146,322,1309,552
4367,car,1303,360,1499,586
4367,car,1453,367,1656,599
4367,car,1482,256,1636,419
4367,car,1351,240,1508,408
4367,car,457,738,627,1031
4367,car,644,189,746,325
4367,car,963,688,1260,1038
4367,car,569,51,771,162
4447,car,1706,848,1897,1041
4447,car,967,312,1133,527
4447,car,1146,322,1309,552
4447,car,1303,360,1499,586
4447,car,1453,367,1656,599
4447,car,1482,256,1636,419
4447,car,1351,240,1508,408
4447,car,457,738,627,1031
4447,car,644,189,746,325
4447,car,963,688,1260,1038
4447,car,569,51,771,162
4483,car,1706,848,1897,1041
4483,car,967,312,1133,527
4483,car,1146,322,1309,552
4483,car,1303,360,1499,586
4483,car,1453,367,1656,599
4483,car,1482,256,1636,419
4483,car,1351,240,1508,408
4483,car,457,738,627,1031
4483,car,644,189,746,325
4483,car,963,688,1260,1038
4483,car,569,51,771,162
4520,car,1706,848,1897,1041
4520,car,967,312,1133,527
4520,car,1146,322,1309,552
4520,car,1303,360,1499,586
4520,car,1453,367,1656,599
4520,car,1482,256,1636,419
4520,car,1351,240,1508,408
4520,car,457,738,627,1031
4520,car,644,189,746,325
4520,car,963,688,1260,1038
4520,car,569,51,771,162
4526,car,1706,848,1897,1041
4526,car,967,312,1133,527
4526,car,1146,322,1309,552
4526,car,1303,360,1499,586
4526,car,1453,367,1656,599
4526,car,1482,256,1636,419
4526,car,1351,240,1508,408
4526,car,457,738,627,1031
4526,car,644,189,746,325
4526,car,963,688,1260,1038
4526,car,569,51,771,162
4526,car,314,96,381,143
4538,car,1706,848,1897,1041
4538,car,967,312,1133,527
4538,car,1146,322,1309,552
4538,car,1303,360,1499,586
4538,car,1453,367,1656,599
4538,car,1482,256,1636,419
4538,car,1351,240,1508,408
4538,car,457,738,627,1031
4538,car,644,189,746,325
4538,car,963,688,1260,1038
4538,car,569,51,771,162
4538,car,314,88,411,154
4549,car,1706,848,1897,1041
4549,car,967,312,1133,527
4549,car,1146,322,1309,552
4549,car,1303,360,1499,586
4549,car,1453,367,1656,599
4549,car,1482,256,1636,419
4549,car,1351,240,1508,408
4549,car,457,738,627,1031
4549,car,644,189,746,325
4549,car,963,688,1260,1038
4549,car,569,51,771,162
4549,car,320,87,421,157
4565,car,1706,848,1897,1041
4565,car,967,312,1133,527
4565,car,1146,322,1309,552
4565,car,1303,360,1499,586
4565,car,1453,367,1656,599
4565,car,1482,256,1636,419
4565,car,1351,240,1508,408
4565,car,457,738,627,1031
4565,car,644,189,746,325
4565,car,963,688,1260,1038
4565,car,569,51,771,162
4565,car,318,86,440,161
4579,car,1706,848,1897,1041
4579,car,967,312,1133,527
